chr	pos1	pos2	chr2	pos3	pos4	length	width	total	Mean	maxpixel	num	start	end	x	y	h	w	medpixel	region_idx	region_start	region_end	pvalue	Stripiness
chr19	13229000	13229400	chr19	13220601	13234601	14000	400	772	5.514285714285714	95.0%	0	66097	66196	4	6	70	2	2.0	25	13228200	13230400	4.938697774638833e-05	0.660393498716852
chr19	13996000	13996400	chr19	13987601	14001801	14200	400	773	5.443661971830986	95.0%	0	69932	70031	4	6	71	2	2.0	26	13995200	13997400	0.003951128763606913	0.6658053402239449
chr19	14375000	14375400	chr19	14366601	14377001	10400	400	716	6.884615384615385	95.0%	0	71827	71926	4	6	52	2	2.0	27	14374200	14376400	0.0003229924803285677	0.6319505736981466
chr19	14776600	14777000	chr19	14768201	14785201	17000	400	679	3.9941176470588236	95.0%	0	73835	73934	4	6	85	2	2.0	28	14775800	14778000	3.19172287603944e-11	0.6110607434270172
chr19	16659800	16660200	chr19	16651401	16668801	17400	400	1349	7.752873563218391	95.0%	0	83251	83350	4	6	87	2	2.0	29	16659000	16661200	1.696554912788934e-39	0.6086760054225034
chr19	18502800	18503200	chr19	18494401	18507401	13000	400	1034	7.953846153846154	95.0%	0	92466	92565	4	6	65	2	3.0	30	18502000	18504200	7.872570903616646e-08	0.6634491634491635
chr19	29715400	29715800	chr19	29707001	29718801	11800	400	631	5.3474576271186445	95.0%	0	148529	148628	4	6	59	2	2.0	31	29714600	29716800	2.877636091848585e-07	0.5513608428446005
chr19	29745000	29745400	chr19	29736601	29750801	14200	400	494	3.4788732394366195	95.0%	0	148677	148776	4	6	71	2	2.0	32	29744200	29746400	0.040443159549788346	0.620253164556962
chr19	29787400	29787800	chr19	29779001	29794001	15000	400	602	4.013333333333334	95.0%	0	148889	148988	4	6	75	2	2.0	33	29786600	29788800	0.03541311046690424	0.6093591047812817
chr19	29795800	29796200	chr19	29787401	29804801	17400	400	527	3.028735632183908	95.0%	0	148931	149030	4	6	87	2	2.0	34	29795000	29797200	0.23755505784510603	0.6550868486352357
chr19	29844800	29845200	chr19	29836401	29852001	15600	400	1293	8.288461538461538	95.0%	0	149176	149275	4	6	78	2	2.0	35	29844000	29846200	5.1441722108444655e-47	0.5853327297419647
chr19	30043800	30044200	chr19	30035401	30046401	11000	400	238	2.1636363636363636	95.0%	0	150171	150270	4	6	55	2	1.0	36	30043000	30045200	0.709418043085621	0.579746835443038
chr19	30227800	30228200	chr19	30219401	30228801	9400	400	249	2.648936170212766	95.0%	0	151091	151190	4	6	47	2	1.0	37	30227000	30229200	0.013495616251282897	0.3248502994011976
chr19	32322600	32323000	chr19	32314201	32331001	16800	400	386	2.2976190476190474	95.0%	0	161565	161664	4	6	84	2	2.0	38	32321800	32324000	2.2756757682267e-08	0.6536502546689303
chr19	32488600	32489000	chr19	32480201	32495601	15400	400	247	1.603896103896104	95.0%	0	162395	162494	4	6	77	2	1.0	39	32487800	32490000	0.09990031163830518	0.6338383838383839
chr19	32818600	32819000	chr19	32810201	32823001	12800	400	524	4.09375	95.0%	0	164045	164144	4	6	64	2	2.0	40	32817800	32820000	9.30460011305881e-07	0.6557788944723618
chr19	32829600	32830000	chr19	32821201	32830201	9000	400	290	3.2222222222222223	95.0%	0	164100	164199	4	6	45	2	2.0	41	32828800	32831000	0.12051655394693003	0.3943894389438944
chr19	33177000	33177400	chr19	33168601	33184001	15400	400	888	5.766233766233766	95.0%	0	165837	165936	4	6	77	2	2.0	42	33176200	33178400	4.0145528622603515e-09	0.5271317829457365
chr19	33372000	33372400	chr19	33363601	33373201	9600	400	531	5.53125	95.0%	0	166812	166911	4	6	48	2	2.0	43	33371200	33373400	3.0573801637442004e-17	0.5932960893854748
chr19	33421600	33422000	chr19	33413201	33427601	14400	400	438	3.0416666666666665	95.0%	0	167060	167159	4	6	72	2	2.0	44	33420800	33423000	0.02508084475571804	0.5991792065663475
chr19	33845800	33846200	chr19	33837401	33848801	11400	400	279	2.4473684210526314	95.0%	0	169181	169280	4	6	57	2	1.0	45	33845000	33847200	0.6949282833485102	0.5381526104417671
chr19	33868800	33869200	chr19	33860401	33873001	12600	400	375	2.9761904761904763	95.0%	0	169296	169395	4	6	63	2	1.0	46	33868000	33870200	0.00019537213774470212	0.5996758508914101
chr19	34041800	34042200	chr19	34033401	34046201	12800	400	171	1.3359375	95.0%	0	170161	170260	4	6	64	2	1.0	47	34041000	34043200	0.400443060115596	0.4326424870466321
chr19	34175800	34176200	chr19	34167001	34179201	12200	400	478	3.918032786885246	95.0%	0	170831	170930	4	4	61	2	2.0	48	34175000	34177200	4.907115046647617e-07	0.6481223922114048
chr19	34216600	34217000	chr19	34211001	34225401	14400	400	500	3.4722222222222223	95.0%	0	171035	171134	4	20	72	2	2.0	49	34215800	34218000	6.45507373630463e-12	0.6476683937823834
chr19	34405200	34405600	chr19	34396801	34409601	12800	400	566	4.421875	95.0%	0	171978	172077	4	6	64	2	2.0	50	34404400	34406600	0.024392797049907176	0.6827503015681544
chr19	35012800	35013200	chr19	35004401	35017201	12800	400	574	4.484375	95.0%	0	175016	175115	4	6	64	2	2.0	51	35012000	35014200	0.0018624825933161665	0.668997668997669
chr19	35062400	35062800	chr19	35054001	35065401	11400	400	389	3.412280701754386	95.0%	0	175264	175363	4	6	57	2	2.0	52	35061600	35063800	0.6048269648140145	0.532448377581121
chr19	35114600	35115000	chr19	35106201	35116401	10200	400	578	5.666666666666667	95.0%	0	175525	175624	4	6	51	2	2.0	53	35113800	35116000	0.022975187498087822	0.44883158742949236
chr19	35227800	35228200	chr19	35219401	35233401	14000	400	606	4.328571428571428	95.0%	0	176091	176190	4	6	70	2	2.0	54	35227000	35229200	2.108743011017951e-05	0.6770949720670391
chr19	35489200	35489600	chr19	35487601	35492401	4800	400	359	7.479166666666667	95.0%	0	177398	177497	4	40	24	2	2.0	55	35488400	35490600	0.03280885389466295	0.4179278230500582
chr19	35952600	35953000	chr19	35944201	35958601	14400	400	590	4.097222222222222	95.0%	0	179715	179814	4	6	72	2	2.0	56	35951800	35954000	0.0302441241963032	0.6942148760330579
chr19	36141000	36141400	chr19	36132601	36149401	16800	400	456	2.7142857142857144	95.0%	0	180657	180756	4	6	84	2	2.0	57	36140200	36142400	0.03690804423652147	0.6422535211267606
chr19	36183600	36184000	chr19	36182601	36186401	3800	400	259	6.815789473684211	95.0%	0	180870	180969	4	43	19	2	2.0	58	36182800	36185000	0.8499517296737082	0.5108695652173914
chr19	38087400	38087800	chr19	38079001	38091201	12200	400	367	3.0081967213114753	95.0%	0	190389	190488	4	6	61	2	2.0	59	38086600	38088800	0.9166442707367771	0.6363636363636364
chr19	38106400	38106800	chr19	38098001	38110201	12200	400	472	3.8688524590163933	95.0%	0	190484	190583	4	6	61	2	2.0	60	38105600	38107800	0.0002729503364061776	0.588456712672522
chr19	38225800	38226200	chr19	38217401	38228401	11000	400	568	5.163636363636364	95.0%	0	191081	191180	4	6	55	2	2.0	61	38225000	38227200	0.11437615027356116	0.5249294449670743
chr19	38329600	38330000	chr19	38321201	38335201	14000	400	722	5.1571428571428575	95.0%	0	191600	191699	4	6	70	2	2.0	62	38328800	38331000	0.016557826260194277	0.6747663551401869
chr19	38356400	38356800	chr19	38348001	38361401	13400	400	799	5.962686567164179	95.0%	0	191734	191833	4	6	67	2	3.0	63	38355600	38357800	0.0039089773437757675	0.6827586206896552
chr19	38428600	38429000	chr19	38420201	38433601	13400	400	561	4.186567164179104	95.0%	0	192095	192194	4	6	67	2	2.0	64	38427800	38430000	0.3195204538211125	0.6061269146608315
chr19	38647200	38647600	chr19	38638801	38655601	16800	400	730	4.345238095238095	95.0%	0	193188	193287	4	6	84	2	2.0	65	38646400	38648600	2.6783422053854264e-07	0.5097765363128491
chr19	39331000	39331400	chr19	39322601	39335201	12600	400	584	4.634920634920635	95.0%	0	196607	196706	4	6	63	2	2.0	66	39330200	39332400	2.795483057113923e-05	0.5325779036827195
chr19	39357600	39358000	chr19	39349201	39362201	13000	400	522	4.015384615384615	95.0%	0	196740	196839	4	6	65	2	2.0	67	39356800	39359000	0.3461031335652651	0.6283292978208233
chr19	40341600	40342000	chr19	40333201	40347401	14200	400	717	5.049295774647887	95.0%	0	201660	201759	4	6	71	2	2.0	68	40340800	40343000	1.4399196329133095e-05	0.6596136154553818
chr19	40351600	40352000	chr19	40343201	40356601	13400	400	716	5.343283582089552	95.0%	0	201710	201809	4	6	67	2	2.0	69	40350800	40353000	0.007001192419140402	0.6458333333333334
chr19	40421000	40421400	chr19	40412601	40425801	13200	400	1341	10.159090909090908	95.0%	0	202057	202156	4	6	66	2	2.0	70	40420200	40422400	1.0348680335935441e-19	0.627221702525725
chr19	40778000	40778400	chr19	40771601	40784801	13200	400	1535	11.628787878787879	95.0%	0	203842	203941	4	16	66	2	2.0	71	40777200	40779400	1.625358004702157e-38	0.6081616481774961
chr19	41545400	41545800	chr19	41537001	41550401	13400	400	352	2.626865671641791	95.0%	0	207679	207778	4	6	67	2	2.0	72	41544600	41546800	0.45280383620558556	0.5613747954173486
chr19	42092400	42092800	chr19	42084001	42099401	15400	400	787	5.1103896103896105	95.0%	0	210414	210513	4	6	77	2	2.0	73	42091600	42093800	8.487700325726442e-05	0.6064814814814815
chr19	42503000	42503400	chr19	42494601	42510801	16200	400	448	2.765432098765432	95.0%	0	212467	212566	4	6	81	2	2.0	74	42502200	42504400	0.018467600841326277	0.6529411764705882
chr19	43206800	43207200	chr19	43198401	43210401	12000	400	495	4.125	95.0%	0	215986	216085	4	6	60	2	2.0	75	43206000	43208200	2.5500223163210957e-36	0.6292993630573248
chr19	43713000	43713400	chr19	43704601	43719001	14400	400	738	5.125	95.0%	0	218517	218616	4	6	72	2	2.0	76	43712200	43714400	0.09445706836586815	0.6852367688022284
chr19	44807000	44807400	chr19	44798601	44808201	9600	400	771	8.03125	95.0%	0	223987	224086	4	6	48	2	2.0	77	44806200	44808400	1.5661882298631907e-07	0.5407407407407407
chr19	45591000	45591400	chr19	45584401	45598201	13800	400	1051	7.615942028985507	95.0%	0	227907	228006	4	15	69	2	2.0	78	45590200	45592400	9.033179532257678e-16	0.5978384527872582
chr19	45657800	45658200	chr19	45649401	45658201	8800	400	599	6.806818181818182	95.0%	0	228241	228340	4	6	44	2	2.0	79	45657000	45659200	0.002190352956339633	0.4039282664389411
chr19	46346800	46347200	chr19	46338401	46351601	13200	400	957	7.25	95.0%	0	231686	231785	4	6	66	2	2.0	80	46346000	46348200	5.486147313960089e-19	0.5538194444444444
chr19	46813000	46813400	chr19	46804601	46817801	13200	400	979	7.416666666666667	95.0%	0	234017	234116	4	6	66	2	2.0	81	46812200	46814400	1.420878268294459e-12	0.6279666452854393
chr19	47028200	47028600	chr19	47019801	47031601	11800	400	635	5.38135593220339	95.0%	0	235093	235192	4	6	59	2	2.0	82	47027400	47029600	0.07501986257726556	0.5853658536585366
chr19	48550000	48550400	chr19	48541601	48554601	13000	400	815	6.269230769230769	95.0%	0	242702	242801	4	6	65	2	2.0	83	48549200	48551400	0.0004590697124395986	0.6866554054054054
chr19	48619200	48619600	chr19	48615001	48623801	8800	400	801	9.102272727272727	95.0%	0	243048	243147	4	27	44	2	2.0	84	48618400	48620600	0.005084786374458111	0.5165476963011032
chr19	48675400	48675800	chr19	48667001	48681601	14600	400	1026	7.027397260273973	95.0%	0	243329	243428	4	6	73	2	2.0	85	48674600	48676800	0.004298755630846897	0.5920976176641487
chr19	48762400	48762800	chr19	48754001	48768601	14600	400	955	6.541095890410959	95.0%	0	243764	243863	4	6	73	2	2.0	86	48761600	48763800	2.7217876244481356e-05	0.675177304964539
chr19	48918800	48919200	chr19	48910401	48920401	10000	400	743	7.43	95.0%	0	244546	244645	4	6	50	2	3.0	87	48918000	48920200	0.0011875544524490105	0.5573893473368342
chr19	49459400	49459800	chr19	49453201	49460601	7400	400	607	8.202702702702704	95.0%	0	247249	247348	4	17	37	2	3.0	88	49458600	49460800	0.0002347035895081715	0.5599214145383105
chr19	50203200	50203600	chr19	50194801	50207401	12600	400	1791	14.214285714285714	95.0%	0	250968	251067	4	6	63	2	3.0	89	50202400	50204600	3.159631182398161e-86	0.6562614763128902
chr19	50314000	50314400	chr19	50305601	50317201	11600	400	690	5.948275862068965	95.0%	0	251522	251621	4	6	58	2	2.0	90	50313200	50315400	3.077108623314127e-05	0.6026200873362445
chr19	50333600	50334000	chr19	50325201	50338001	12800	400	951	7.4296875	95.0%	0	251620	251719	4	6	64	2	2.0	91	50332800	50335000	1.7724568259505762e-12	0.6285714285714286
chr19	50718600	50719000	chr19	50715401	50724801	9400	400	617	6.5638297872340425	95.0%	0	253545	253644	4	32	47	2	2.0	92	50717800	50720000	0.0005467481268259602	0.5020374898125509
chr19	50804800	50805200	chr19	50796401	50810801	14400	400	767	5.326388888888889	95.0%	0	253976	254075	4	6	72	2	2.0	93	50804000	50806200	0.0023554882781356827	0.539381153305204
chr19	50954600	50955000	chr19	50946201	50955801	9600	400	439	4.572916666666667	95.0%	0	254725	254824	4	6	48	2	2.0	94	50953800	50956000	0.13343495984660192	0.4936998854524628
chr19	52734800	52735200	chr19	52726401	52739801	13400	400	375	2.798507462686567	95.0%	0	263626	263725	4	6	67	2	2.0	95	52734000	52736200	5.377311945487431e-10	0.5458515283842795
chr19	53810600	53811000	chr19	53809001	53814401	5400	400	383	7.092592592592593	95.0%	0	269005	269104	4	40	27	2	2.0	96	53809800	53812000	0.3211405699020386	0.5399449035812672
chr19	54364600	54365000	chr19	54356201	54369001	12800	400	452	3.53125	95.0%	0	271775	271874	4	6	64	2	2.0	97	54363800	54366000	0.00939845687229327	0.5733157199471598
chr19	54631400	54631800	chr19	54623001	54635201	12200	400	506	4.147540983606557	95.0%	0	273109	273208	4	6	61	2	2.0	98	54630600	54632800	0.00013169539454150844	0.48209099709583736
chr19	55385600	55386000	chr19	55377201	55389601	12400	400	457	3.685483870967742	95.0%	0	276880	276979	4	6	62	2	2.0	99	55384800	55387000	0.2935912375707309	0.4411196911196911
